rating,title,description,job_title
3.0,Good pay,"Easy work, but physically demanding. Hot in the warehouse. Decent pay for having no skills. Some people are drama but most keep to themselves. The covid bonus is a scam it’s basically only if you’re vaccinated while working there even though that’s not disclosed. ",warhouse worker
2.0,Prime Shopper,Sometimes you have 30+ people fighting over one shift because that's all they posted after not posting any shifts for 2 days. Not a stable job if you're trying to rely on it,Prime Shopper
5.0,Productive and fun workplace,"Job is physical and demanding, But I am fine with that because I love to be busy at work. Makes the day go faster. Coworkers are great and are always willing to help you.",wharehouse worker
4.0,It’s a factory job,"It’s a factory job. It’s doing the same thing over and over again all day. It’s monotonous and repetitive. It is what you take out of it. If you expect to be singled out and praised, it won’t happen. ",Associate
4.0,It’s not bad,"I did overnights, so I was dead already. The holidays were hella busy, but we were able to keep our headphones and jam. Other wise the job was simple and fast ",Warehouse Fulfillment Associate
5.0,Productive and Fun,"Great place to start working for good pay. Multiple opportunities to move up. Sometimes stressful , but for the most part the teamwork and positive atmosphere are what helps you to keep pushing forward ",Warehouse Worker
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
4.0,Pretty straightforward ,"It’s a pretty physically demanding job at the distribution center. You need to be in shape. Some of the packages are pretty heavy. But the work is straightforward and they have a simple points system for arriving late or missing work. I never had to talk to a manager. Sometimes it gets a bit crowded on the floor with carts everywhere and getting in your way, but over time and with experience it can become a physically rewarding experience without much stress. ",Sortation Associate
4.0,Cool place to work ,"Easy to get in. No interview process just pass your background check and a drug test. What was weird to me was I applied for the Packer position and they gave me the Picker position without letting me know because there’s no Interview process. I didn’t have experience in being a Picker because that’s dealing with Forklifts. Seems like they’re putting people where they need the most help instead of what you’ll apply for. 4 10s and 3 days off, you pick your schedule.",Picker
5.0,fun place to work ,"great job with good health benefits, lots of advancement and an overall fun and exciting place to work, good pay and lots of different jobs you can learn ",Amazon Fulfillment Associate
3.0,Good for grow,Good for growth. Tough on work and life balance Depending on team.  Need to be self driven.  Paid time off and sick leave is great.  Pay is good.      ,Investigator
5.0,It was pretty cool ,"Amazon is a great company to work for , if you would like to go far in the company . It’s a job &amp; every job has its days . Go to work do your job &amp; go home . Pay is great &amp; benefits are awesome .",Learning Trainer
